Company Name,Ticker,Market Cap (mil)
"TCG BDC, Inc.","CGBD","272.18"
"Celadon Group, Inc.","CGIPQ",".16"
"Cancer Genetics, Inc.","CGIX","4.51"
"HASH LABS INC","CGLO","133.88"
"CardioGenics Holdings Inc.","CGNH","1.04"
"Chaparral Energy, Inc.","CHAP","20.89"
"Comstock Holding Companies, Inc.","CHCI","10.56"
"Advanzeon Solutions, Inc.","CHCR","20.42"
"The Chefs' Warehouse, Inc.","CHEF","109.2"
"Sunshine Heart Inc","CHFS","7.84"
"China Carbon Graphite Group Inc.","CHGI",".61"
"Chiasma, Inc.","CHMA","125.92"
"Chemung Financial Corp","CHMG","113.33"
"Cherry Hill Mortgage Investment Corporation","CHMI","79.14"
"Champion Industries Inc.","CHMP",".63"
"China Natural Resources, Inc.","CHNR","20.71"
"Charah Solutions, Inc.","CHRA","47.99"
"Chico's FAS, Inc.","CHS","180.42"
"True Drinks Holdings Inc.","CHUC","41.74"
"Chuy's Holdings, Inc.","CHUY","136.92"
"Globalink, Ltd.","CHYI",".4"
"Citizens, Inc.","CIA","250.82"
"Cib Marine Bancshares, Inc.","CIBH","19.28"
"Community Investors Bancorp Inc.","CIBN","11.97"
"Cicero Inc.","CICN","1.87"
"Cinedigm Corp","CIDM","15.66"
"MFS Intermediate High Income Fund","CIF","33.17"
"China Internet Nationwide Financial Services Inc.","CIFS","8.53"
"Chineseinvestors.Com, Inc.","CIIX","5.56"
"Credit Suisse Asset Management Income Fund, Inc.","CIK","108.79"
"Ciner Resources LP","CINR","188.09"
"CIRCOR International, Inc.","CIR","179.59"
"Civista Bancshares, Inc.","CIVB","222.97"
"CompX International Inc.","CIX","133.39"
"Citizens Holding Company","CIZN","105.71"
"China Jo-Jo Drugstores, Inc.","CJJD","50.72"
"Corus Entertainment Inc.","CJREF","280.08"
"Checkpoint Therapeutics, Inc.","CKPT","45.48"
"CKX Lands, Inc.","CKX","15.4"
"China Liaoning Dingxu Ecological Agriculture Development, Inc.","CLAD","74.23"
"Clarus Corporation","CLAR","273.49"
"Caladrius Biosciences, Inc.","CLBS","12.87"
"Creative Learning Corporation","CLCN","1.26"
"Collectors Universe, Inc.","CLCT","139.31"
"Cortland Bancorp","CLDB","54.82"
"Cloud Peak Energy Inc","CLDPQ",".27"
"Chatham Lodging Trust (REIT)","CLDT","176.55"
"Celldex Therapeutics, Inc.","CLDX","25.49"
"Clearfield, Inc.","CLFD","124.15"
"CollPlant Holdings Ltd. Sponsored ADR","CLGN","35.48"
"ClearSign Combustion Corporation","CLIR","10.95"
"MK Automotive Inc.","CLKA",".01"
"Calumet Specialty Products Partners, L.P.","CLMT","73.16"
"Clean Energy Fuels Corp.","CLNE","279.59"
"Clipper Realty Inc.","CLPR","96.73"
"CLPS Incorporation","CLPS","25.74"
"MRI Interventions, Inc.","CLPT","51.27"
"Cellectar Biosciences, Inc.","CLRB","10.34"
"ClearOne, Inc.","CLRO","31.63"
"Clearside Biomedical, Inc.","CLSD","59.67"
"Cleanspark, Inc.","CLSK","6.42"
"Celsion Corporation","CLSN","16.81"
"Earth Life Sciences Inc.","CLTS","2.7"
"Town Sports International Holdings, Inc.","CLUB","15.26"
"Clearwater Paper Corporation","CLW","223.1"
"CallWave Inc.","CLWA","72.73"
"Warp 9 Inc.","CLWD",".43"
"Euro Tech Holdings Company Limited","CLWT","6.8"
"Calloway's Nursery Inc.","CLWY","33.06"
"Calyxt, Inc.","CLXT","81.82"
"Cambium Networks Corporation","CMBM","116.12"
"Caledonia Mining Corporation PLC","CMCL","81.58"
"Cheetah Mobile Inc.","CMCM","275.19"
"CIM Commercial Trust Corporation","CMCT","93.6"
"CMG Holdings Group Inc.","CMGO","1.45"
"Community Heritage Financial, Inc.","CMHF","44.31"
"Cumulus Media, Inc.","CMLS","73.42"
"Capstead Mortgage Corporation","CMO","286.66"
"CompuMed Inc.","CMPD","9.73"
"Chimerix, Inc.","CMRX","78.41"
"Core Molding Technologies Inc","CMT","16.44"
"Community Bancorp.","CMTV","65.5"
"MFS High Yield Municipal Trust","CMU","98.86"
"UTD CANNABIS CP","CNAB","5.96"
"Commercial National Financial Corp.","CNAF","47.21"
"Conatus Pharmaceuticals Inc.","CNAT","8.3"
"Chester Bancorp Inc.","CNBA","13.1"
"Concert Pharmaceuticals, Inc.","CNCE","177.23"
"China Teletech Holding Inc.","CNCT",".38"
"ChinaNet Online Holdings, Inc.","CNET","11.66"
"CNFinance Holdings Limited Sponsored ADR","CNF","277.76"
"Accelerize Inc.","CNFN","4.63"
"Conifer Holdings, Inc.","CNFR","23.31"
"Corning Natural Gas Holding Corp.","CNIG","45.98"
"Cincinnati Bancorp, Inc.","CNNB","20.08"
"Conrad Industries Inc.","CNRD","42.65"
"Consolidated Communications Holdings, Inc.","CNSL","286.38"
"CNS Pharmaceuticals, Inc.","CNSP","29.07"
"China TechFaith Wireless Communication Technology Limited","CNTFY","1.06"
"Century Casinos, Inc.","CNTY","33.63"
"Canyon Copper Corp.","CNYCF",".49"
"Cocrystal Pharma, Inc.","COCP","32.31"
"Coda Octopus Group Inc.","CODA","50.71"
"Co-Diagnostics, Inc.","CODX","266.6"
"ChoiceOne Financial Services, Inc.","COFS","130.98"
"Institutional Financial Markets, Inc.","COHN","3.9"
"Conn's, Inc.","CONN","98.72"
"CorEnergy Infrastructure Trust, Inc.","CORR","126.28"
"Cardiome Pharma Corporation","CORV","17.89"
"Corvus Gold, Inc.","CORVF","113.54"
"Coates International Ltd.","COTE",".09"
"Critical Outcome Technologies, Inc.","COTQF",".68"
"Cowen Group, Inc.","COWN","181.97"
"CounterPath Corporation","CPAH","11.96"
"Callon Petroleum Company","CPE","171.37"
"Capital Financial Holdings Inc.","CPFH","1.12"
"Canterbury Park Holding Corporation","CPHC","37.33"
"China Pharma Holdings, Inc.","CPHI","23.36"
"Cumberland Pharmaceuticals Inc.","CPIX","53.6"
"Chesapeake Financial Shares Inc.","CPKF","86.36"
"COREPOINT LODGE","CPLG","136.72"
"Capital Product Partners L.P.","CPLP","102.45"
"Golden Dragon Holding Co.","CPMD","38.08"
"Catalyst Pharmaceuticals, Inc.","CPRX","283.34"
"Cooper-Standard Holdings Inc.","CPS","137.44"
"CPS Technologies Corp.","CPSH","12.81"
"Computer Programs and Systems, Inc.","CPSI","249.37"
"Consumer Portfolio Services, Inc.","CPSS","32.71"
"Capstone Turbine Corporation","CPST","9.85"
"Capitala Finance Corp.","CPTA","49.79"
"Capital Properties Inc.","CPTP","79.53"
"NWT Uranium Corp.","CPTRF","4.09"
"Clean Energy Pathways Inc.","CPWY",".66"
"Charles River Associates","CRAI","177.07"
"Hickok Inc.","CRAWA","39.3"
"CARBON ENERGY CORP","CRBO","26.9"
"California Resources Corporation","CRC","125.89"
"Cardinal Resources Limited","CRDNF","67.75"
"Creative Technology Ltd.","CREAF","90.81"
"China Recycling Energy Corporation","CREG","3.34"
"Cresud S.A.C.I.F. y A.","CRESY","144.18"
"Wireless Ronin Technologies Inc.","CREX","9.8"
"Cornerstone Total Return Fund, Inc.","CRF","237.49"
"Torvec Inc.","CRGS","4.35"
"CRH Medical Corporation","CRHM","67.27"
"Curis, Inc.","CRIS","23.98"
"CorMedix Inc","CRMD","61.4"
"America's Car-Mart, Inc.","CRMT","254.64"
"CreditRiskMonitor.com Inc.","CRMZ","17.15"
"Ceragon Networks Ltd.","CRNT","93.07"
"Crinetics Pharmaceuticals, Inc.","CRNX","284.24"
"Ceapro Inc.","CRPOF","9.31"
"Corporate Resource Services Inc.","CRRSQ",".09"
"Carbo Ceramics, Inc.","CRRT","3.51"
"CVR Medical Corp.","CRRVF","4.07"
"Cross Timbers Royalty Trust","CRT","26.1"
"The Coretec Group, Inc.","CRTG","4.89"
"Corvus Pharmaceuticals, Inc.","CRVS","51.62"
"Careview Communications Inc.","CRVW","1.81"
"CrowdGather Inc.","CRWG",".18"
"Crown Crafts, Inc.","CRWS","46.87"
"Cardium Therapeutics Inc.","CRXM","2.46"
"CSB Bancorp Inc.","CSBB","102.84"
"Champions Oncology, Inc.","CSBR","53.85"
"Capstone Mining Corp.","CSFFF","96.01"
"Community Shores Bank Corp.","CSHB","15.73"
"Castlight Health, inc.","CSLT","103.74"
"CSP Inc.","CSPI","20.87"
"Casper Sleep Inc.","CSPR","138.85"
"Chicken Soup for the Soul Entertainment, Inc.","CSSE","21.7"
"Caesarstone Ltd.","CSTE","286.51"
"Costar Technologies Inc.","CSTI","9.92"
"Capstar Financial Holdings Inc.","CSTR","138.06"
"Capital Senior Living Corporation","CSU","15.73"
"Carriage Services, Inc.","CSV","289.01"
"Capital Southwest Corporation","CSWC","149.58"
"CTD Holdings Inc.","CTDH","15.82"
"Cynergistek, Inc.","CTEK","14.47"
"Computer Task Group, Incorporated","CTG","46.11"
"Charles & Colvard Ltd","CTHR","17.97"
"CTI Industries Corporation","CTIB","3.12"
"CTI BioPharma Corp.","CTIC","40.19"
"CytomX Therapeutics, Inc.","CTMX","205.96"
"Consolidated-Tomoka Land Co.","CTO","181.73"
"CONTURA ENERGY","CTRA","66.66"
"CENTRIC BRANDS INC.","CTRC","86.22"
"Castor Maritime Inc.","CTRM","1.36"
"Citi Trends, Inc.","CTRN","112.07"
"Cytosorbents Corporation","CTSO","145.81"
"CannTrust Holdings Inc.","CTST","56.6"
"CatchMark Timber Trust, Inc.","CTT","253.55"
"China Travel Resort Holdings Inc.","CTVZ","164.58"
"Citius Pharmaceuticals, Inc.","CTXR","14.31"
"The Herzfeld Caribbean Basin Fund, Inc.","CUBA","17.79"
"Cue Biopharma, Inc.","CUE","261.77"
"CUI Global, Inc.","CUI","17.24"
"Culp, Inc.","CULP","88.13"
"Continental Materials Corporation","CUO","11.9"
"CUR Media Inc.","CURM",".26"
"CURO Group Holdings Corp.","CURO","172.59"
"Cutera, Inc.","CUTR","167.95"
"Covalon Technologies Ltd.","CVALF","24.94"
"Central Valley Community Bancorp","CVCY","149.41"
"Civeo Corporation","CVEO","70.97"
"Commercial Vehicle Group, Inc.","CVGI","48.87"
"COVIA HOLDINGS","CVIA","95.4"
"CONVERSION LABS, INC.","CVLB","9.35"
"Codorus Valley Bancorp, Inc","CVLY","166.55"
"Chicago Rivet & Machine Co.","CVR","21.24"
"CV Sciences, Inc.","CVSI","29.04"
"Covenant Transportation Group, Inc.","CVTI","195.34"
"CPI Aerostructures, Inc.","CVU","16.25"
"CVD Equipment Corporation","CVV","17.59"
"Community West Bancshares","CWBC","57.27"
"CommerceWest Bank NA","CWBK","65.59"
"Cohbar Inc.","CWBR","48.32"
"Consolidated Water Co. Ltd.","CWCO","229.49"
"Crimson Wine Group Ltd.","CWGL","133.88"
"China XD Plastics Company Limited","CXDC","57.58"
"Crexendo Inc.","CXDO","45.13"
"MFS High Income Municipal Trust","CXE","116.6"
"MFS Investment Grade Municipal Trust","CXH","67.32"
"Celyad SA","CYAD","64.69"
"Cyanotech Corporation","CYAN","11.27"
"Clean Enviro Tech Corp.","CYAP","27.27"
"Canyon Bancorp","CYBA",".02"
"CyberOptics Corporation","CYBE","94.43"
"Cyclacel Pharmaceuticals, Inc.","CYCC","6.19"
"Cyclerion Therapeutics, Inc.","CYCN","68.83"
"Century Petroleum Corp.","CYPE",".16"
"CYREN Ltd.","CYRN","34.78"
"CytRx Corporation","CYTR","12.28"
"Cynata Therapeutics Ltd.","CYYNF","45.41"
"Citizens Bancshares Corp.","CZBS","17.97"
"Citizens Financial Services Inc.","CZFS","185.1"
"Citizens & Northern Corp","CZNC","253.24"
"Citizens Community Bancorp, Inc.","CZWI","78.39"
"DAC Technologies Group International Inc.","DAAT","1.45"
"Danaos Corporation","DAC","79.82"
"Data I/O Corporation","DAIO","20.61"
"Daktronics, Inc.","DAKT","206.45"
"Dare Bioscience, Inc.","DARE","13.26"
"Invesco DB Agriculture ETF","DBA","290.65"
"Invesco DB Base Metals ETF","DBB","92.43"
"Designer Brands Inc.","DBI","227.44"
"Yosen Group Inc.","DBUB",".06"
"Invesco DB G10 Currency Harvest ETF","DBV","16.49"
"DBV Technologies S.A.","DBVT","267.46"
"WPCS International Incorporated","DCAR","2.79"
"Diana Containerships Inc.","DCIX","20.64"
"Ducommun Incorporated","DCO","192.79"
"Delcath Systems, Inc.","DCTH","29.74"
"3Dx Industries Inc.","DDDX",".5"
"DELAWARE GRP DI","DDF","44.67"
"Decision Diagnostics Corp.","DECN","29.92"
"Denny's Corporation","DENN","280.1"
"Destination Maternity Corporation","DESTQ",".09"
"Dewey Electronics Corp.","DEWY","4.48"
"Dalrada Financial Corp.","DFCO","1.55"
"RestorGenex Corp.","DFFN","9.31"
"Donnelley Financial Solutions Inc.","DFIN","187.37"
"Dean Foods Company","DFODQ","6.48"
"Digi International Inc.","DGII","198.48"
"Dyna Group International Inc.","DGIX","2.34"
"Dragon Jade International Ltd.","DGJI","14.93"
"Digital Ally, Inc.","DGLY","8.78"
"Diguang International Development Co.","DGNG",".07"
"DIAGNOS Inc.","DGNOF","7.37"
"BNY Mellon High Yield Strategies Fund","DHF","137.42"
"Diamond Hill Investment Group, Inc.","DHIL","276.35"
"DHI Group, Inc.","DHX","116.58"
"Credit Suisse High Yield Bond Fund, Inc.","DHY","157.34"
"Digipath Inc.","DIGP","1.23"
"Dorel Industries Inc.","DIIBF","33.75"
"DimeCo Inc.","DIMC","90.28"
"DINE BRANDS GLOBAL, INC.","DIN","280.29"
"Directview Holdings, Inc.","DIRV",".03"
"AMCON Distributing Company","DIT","38.75"
"Daily Journal Corp. (S.C.)","DJCO","291.39"
"Delek Logistics Partners, L.P.","DKL","139.82"
"China Distance Education Holdings Limited","DL","246.57"
"Delta Apparel, Inc.","DLA","57.94"
"Datalex PLC","DLEXY","56.97"
"DLH Holdings Corp.","DLHC","40.65"
"Dynagas LNG Partners LP","DLNG","35.88"
"Carbon Sciences Inc.","DLOC",".01"
"Dolphin Digital Media Inc.","DLPN","6.42"
"Duluth Holdings Inc.","DLTH","126.56"
"Dais Analytic Corp.","DLYT",".03"
"DiaMedica Therapeutics, Inc.","DMAC","27.62"
"BNY Mellon Municipal Income, Inc.","DMF","138.55"
"DIAMCOR MINING","DMIFF","3.85"
"DelMar Pharmaceuticals, Inc.","DMPI","4.47"
"Digimarc Corporation","DMRC","126.37"
"Constellation Alpha Capital Corp.","DMTK","150.67"
"Dividend and Income Fund","DNI","79.31"
"Golden Bull Limited","DNJR","6.15"
"Denison Mine Corp","DNN","119.44"
"Denbury Resources Inc.","DNR","123.96"
"Domo, Inc.","DOMO","251.06"
"Deep Down Inc.","DPDW","6.12"
"DecisionPoint Systems Inc.","DPSI",".08"
"Digital Power Corporation","DPW","2.08"
"Digirad Corporation","DRAD","9.23"
"DarioHealth Corp.","DRIO","8.5"
"DURECT Corporation","DRRX","189.51"
"DIRTT Environmental Solutions Ltd.","DRTT","67.8"
"Drive Shack Inc.","DS","83.82"
"DSA Financial Corp.","DSFN","19.27"
"Hennessy Capital Acquisition Corp. II","DSKE","74.93"
"Destiny Media Technologies Inc.","DSNY","6.32"
"DSP Group, Inc.","DSPG","251.39"
"Document Security Systems, Inc.","DSS","6.25"
"Deswell Industries, Inc.","DSWL","41.38"
"Diana Shipping inc.","DSX","132.23"
"DAVIDsTEA Inc.","DTEA","10.05"
"DTF Tax-Free Income, Inc.","DTF","105.74"
"Digerati Technologies Inc.","DTGI","1.51"
"Precision BioSciences, Inc.","DTIL","277.05"
"Dakota Territory Resource Corp.","DTRC","10.99"
"Datatrak International Inc.","DTRK","9.5"
"Datasea Inc.","DTSS","33.72"
"Data Storage Corp.","DTST","16.2"
"Duff & Phelps Utility and Corporate Bond Trust Inc.","DUC","227.66"
"Dynavax Technologies Corporation","DVAX","261.15"
"Diversicare Healthcare Services Inc.","DVCR","8.68"
"Dover Motorsports, Inc.","DVD","43.33"
"DVL Inc.","DVLN","11.61"
"Deep Well Oil & Gas Inc.","DWOG","4.2"
"Dawson Geophysical Company","DWSN","25.15"
"Dynex Capital, Inc.","DX","222.12"
"China Xiniya Fashion Limited","DXF","13.97"
"Dxi Energy Inc.","DXIEF","4.02"
"Destination XL Group, Inc.","DXLG","11.58"
"DXP Enterprises, Inc.","DXPE","197.48"
"Daxor Corporation","DXR","37.67"
"The Dixie Group, Inc.","DXYN","15.98"
"Dyadic International Inc.","DYAI","70.21"
"DynTek Inc.","DYNE","31.02"
"Dynatronics Corporation","DYNT","10.62"
"Dynasil Corporation of America","DYSL","17.18"
"DASAN Zhone Solutions, Inc.","DZSI","96.89"
"EACO Corp.","EACO","65.63"
"Ellington Residential Mortgage REIT","EARN","50.69"
"Auris Medical Holding AG","EARS","1.33"
"Eastside Distilling, Inc.","EAST","13.74"
"Brinker International, Inc.","EAT","285.04"
"Ebix, Inc.","EBIX","268.8"
"Eagle Bancorp Montana, Inc.","EBMT","83.53"
"Eagle Point Credit Company Inc.","ECC","125.33"
"Ellsworth Growth and Income Fund Ltd.","ECF","99.26"
"iShares MSCI Chile ETF","ECH","287.22"
"Encision Inc.","ECIA","7.76"
"ChannelAdvisor Corporation","ECOM","133.1"
"electroCore, Inc.","ECOR","9.69"
"ECA Marcellus Trust I","ECT","4.68"
"Echo Therapeutics Inc.","ECTE",".07"
"Global Entertainment Corp.","ECXJ",".37"
"EDAP TMS S.A.","EDAP","49.76"
"Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor)","EDN","135.96"
"Xspand Products Lab, Inc.","EDNT","15.04"
"EURODRY LTD","EDRY","9.87"
"Stellar Biotechnologies, Inc.","EDSA","14.53"
"Spectral Diagnostics Inc.","EDTXF","65.08"
"Educational Development Corporation","EDUC","28.99"
"The European Equity Fund, Inc.","EEA","45.18"
"Emerald Expositions Events, Inc.","EEX","180.58"
"Eagle Financial Bancorp, Inc.","EFBI","25.15"
"Ellington Financial LLC","EFC","241.49"
"Energy Focus, Inc.","EFOI","3.77"
"Eagle Financial Services Inc.","EFSI","96.39"
"eGain Corporation","EGAN","154.72"
"Eagle Bulk Shipping Inc.","EGLE","121.99"
"Vaalco Energy Inc","EGY","50.7"
"Endurance International Group Holdings, Inc.","EIGI","228.92"
"Eiger BioPharmaceuticals, Inc.","EIGR","125.99"
"Electronic Control Security Inc.","EKCS","2.1"
"Ekso Bionics Holdings, Inc.","EKSO","17.31"
"DGSE Companies, Inc.","ELA","63.41"
"Elamex SA de CV","ELAMF","75.11"
"Elcom International Inc.","ELCO","4.52"
"Energie Holdings Inc.","ELED",".62"
"Endologix, Inc.","ELGX","14.51"
"Elio Motors Inc.","ELIO","11.83"
"Ellomay Capital Ltd.","ELLO","131.77"
"Electromed, Inc.","ELMD","59.35"
"ELEMENTIS","ELMTY","171.25"
"Senesco Technologies Inc.","ELOX","87.06"
"Elron Electronic Industries Ltd.","ELRNF","37"
"Electro-Sensors, Inc.","ELSE","10.37"
"Electronic Systems Technology Inc.","ELST","1.93"
"Eltek Ltd.","ELTK","5.03"
"Elite Pharmaceuticals Inc.","ELTP","48.74"
"Elevate Credit, Inc.","ELVT","53.35"
"eMagin Corporation","EMAN","12.19"
"Nemus Bioscience, Inc.","EMBI","11.37"
"Emclaire Financial Corp","EMCF","56.46"
"Emerge Energy Services LP","EMESQ",".18"
"Templeton Emerging Markets Fund","EMF","166.49"
"Emergent Capital, Inc.","EMGC","52.16"
"Elbit Imaging Ltd.","EMITF","9.65"
"EMCORE Corporation","EMKR","48.56"
"Eastern Company (The)","EML","131.12"
"Emmaus Life Sciences, Inc.","EMMA","78.04"
"Emmis Communications Corporation","EMMS","23.15"
"Empire Post Media Inc.","EMPM","8.36"
"EMX Royalty Corp.","EMX","102.79"
"Enable Holdings Inc.","ENAB",".05"
"Ener-Core Inc.","ENCR",".21"
"ENGlobal Corporation","ENG","14.8"
"Bio Blast Pharma Ltd.","ENLV","44.66"
"Enochian BioSciences Inc.","ENOB","104.19"
"ENSERVCO Corporation","ENSV","4.87"
"Global Eagle Entertainment Inc.","ENT","14.01"
"Entera Bio Ltd.","ENTX","18.28"
"Enova International, Inc.","ENVA","278.86"
"Enzo Biochem, Inc.","ENZ","86.56"
"Enzon Pharmaceuticals Inc.","ENZN","6.19"
"Evolus, Inc.","EOLS","123.44"
"EP Energy Corporation","EPEGQ","1.66"
"ESSA Pharma Inc.","EPIX","67.06"
"Evolution Petroleum Corporation, Inc.","EPM","71.5"
"Epsilon Energy Ltd.","EPSN","71.19"
"Epoxy, Inc.","EPXY",".02"
"Equillium, Inc.","EQ","51.43"
"Equity Bancshares, Inc.","EQBK","228.23"
"Equitable Financial Corp.","EQFN","26.09"
"Equus Total Return, Inc.","EQS","15.29"
"ADB International Group Inc.","EQUR","5.53"
"Era Group, Inc.","ERA","91.42"
"Ergo Science Corp.","ERGN","10.8"
"Entia Biosciences Inc.","ERGO",".22"
"Erin Energy Corp.","ERINQ",".12"
"Entree Gold Inc","ERLFF","27.29"
"Eros International PLC","EROS","161.91"
"Erytech Pharma SA Sponsored ADR","ERYP","69.07"
"Elmira Savings Bank NY (The)","ESBK","47.85"
"Escalade, Incorporated","ESCA","89.5"
"Evans & Sutherland Computer Corp.","ESCC","12.98"
"Euroseas Ltd.","ESEA","2.71"
"Eco-Stim Energy Solutions, Inc.","ESES",".11"
"EnSync, Inc.","ESNC",".18"
"Espey Mfg. & Electronics Corp.","ESP","46.82"
"Esprit Holdings Ltd.","ESPGY","246.25"
"Esquire Financial Holdings, Inc.","ESQ","112.92"
"ESSA Bancorp, Inc.","ESSA","155.58"
"Establishment Labs Holdings Inc.","ESTA","176.35"
"Earthstone Energy, Inc.","ESTE","128.48"
"Environmental Tectonics Corp.","ETCC","4.25"
"2050 Motors, Inc.","ETFM",".26"
"Ethan Allen Interiors Inc.","ETH","258.52"
"Entercom Communications Corporation","ETM","216.52"
"Eton Pharmaceuticals, Inc.","ETON","51.27"
"Earth Science Tech, Inc.","ETST","1.11"
"Entasis Therapeutics Holdings Inc.","ETTX","73.9"
"Eurosite Power Inc.","EUSP","8.47"
"Evans Bancorp, Inc.","EVBN","111.66"
"Entravision Communications Corporation","EVC","153.88"
"Neothetics, Inc.","EVFM","195.9"
"Evogene Ltd.","EVGN","19.32"
"EnviroStarm, Inc.","EVI","181.41"
"Ever-Glory International Group, Inc.","EVK","14.95"
"Evelo Biosciences, Inc.","EVLO","111.8"
"Evoke Pharma, Inc.","EVOK","19.87"
"Evolving Systems, Inc.","EVOL","8.64"
"Evercel Inc.","EVRC","61.82"
"Everi Holdings Inc.","EVRI","139.52"
"Envision Solar International, Inc.","EVSI","32.64"
"Enviro Voraxial Technology, Inc.","EVTN","1.16"
"RVB Holdings Ltd.","EVTNF",".11"
"Eaton Vance New York Municipal Income Trust","EVY","59.47"
"iShares MSCI Sweden ETF","EWD","164.61"
"iShares MSCI Italy ETF","EWI","168.36"
"iShares MSCI Malaysia ETF","EWM","262.24"
"EXACTUS INC","EXDI","5.75"
"EXFO Inc","EXFO","116.1"
"Endeavour Silver Corporation","EXK","173.8"
"Endurance Exploration Group, Inc.","EXPL","3.4"
"Express, Inc.","EXPR","100.33"
"Exterran Corporation","EXTN","168.17"
"Extreme Networks, Inc.","EXTR","222.79"
"Eyegate Pharmaceuticals, Inc.","EYEG","17.21"
"Eyenovia, Inc.","EYEN","29.1"
"Second Sight Medical Products, Inc.","EYES","40.78"
"EYEPOINT PHARMACEUTICALS, INC.","EYPT","110.04"
"iShares MSCI South Africa ETF","EZA","208.56"
"Ezenia Inc.","EZEN",".18"
"EZCORP, Inc.","EZPW","202.46"
"First Advantage Bancorp","FABK","67.76"
"First Acceptance Corporation","FACO","24.97"
"FalconStor Software, Inc.","FALC","35.52"
"Flamemaster Corp.","FAME","12.5"
"Farmmi, Inc.","FAMI","5.93"
"Farmer Brothers Company","FARM","105.97"
"FAT Brands Inc.","FAT","28.42"
"Fortress Biotech, Inc.","FBIO","90.23"
"First Business Financial Services, Inc.","FBIZ","119.11"
"Carolco Pictures, Inc.","FBNK","234.81"
"First Bancorp of Indiana Inc.","FBPI","26.67"
"First Bancshares Inc.","FBSI","37.45"
"Fauquier Bankshares, Inc.","FBSS","47.43"
"Franklin Covey Company","FC","185.32"
"First Capital, Inc.","FCAP","182.51"
"First Choice Bancorp","FCBP","182.13"
"Fog Cutter Capital Group Inc.","FCCG","12.32"
"First Community Corporation","FCCO","103.72"
"1st Constitution Bancorp (NJ)","FCCY","123.04"
"FuelCell Energy, Inc.","FCEL","263.71"
"First Choice Healthcare Solutions, Inc.","FCHS","4.61"
"Aberdeen Global Income Fund, Inc.","FCO","40.4"
"1st Colonial Bancorp Inc.","FCOB","32.59"
"Fission Uranium Corp.","FCUUF","43.76"
"Focus Universal, Inc.","FCUV","188.41"
"Fidelity D&D Bancorp Inc.","FDBC","171.46"
"First Defiance Financial Corp.","FDEF","226.89"
"First Trust Strategic Income ETF","FDIV","61.3"
"Fidus Investment Corporation","FDUS","115.45"
"Freedom Bank of Virginia","FDVA","45.9"
"FEC Resources Inc.","FECOF",".49"
"Four Seasons Education (Cayman) Inc. Unsponsored ADR","FEDU","53.65"
"Frequency Electronics, Inc.","FEIM","62.98"
"Adherex Technologies Inc.","FENC","97.29"
"Phoenix New Media Limited","FENG","99"
"Forum Energy Technologies, Inc.","FET","21"
"Fentura Financial Inc.","FETM","79.48"
"FFBW, Inc.","FFBW","60.31"
"FFD Financial Corp.","FFDF","64.35"
"Fuwei Films (Holdings) Co., Ltd.","FFHL","5.91"
"First Financial Northwest, Inc.","FFNW","91.97"
"FFW Corp.","FFWC","44.33"
"First Guaranty Bancshares, Inc.","FGBI","147.87"
"Ferrellgas Partners, L.P.","FGPR","17.78"
"Friendly Hills Bank","FHLB","13.85"
"1st Capital Bank","FISB","55.12"
"Financial Institutions, Inc.","FISI","228.52"
"Franklin Wireless Corp.","FKWL","38.96"
"First Keystone Corp.","FKYS","121.87"
"Fluidigm Corporation","FLDM","88.76"
"Federal Life Group, Inc.","FLFG","43.5"
"FULGENT GENETIC","FLGT","175.76"
"Full House Resorts, Inc.","FLL","14.18"
"Osprey Energy Acquisition Corp.","FLMN","173.62"
"Flex LNG Ltd.","FLNG","211"
"FLUENT, INC.","FLNT","82.73"
"Flux Power Holdings, Inc.","FLUX","35.55"
"Flexion Therapeutics, Inc.","FLXN","217.05"
"Flexsteel Industries, Inc.","FLXS","85.51"
"Fly Leasing Limited","FLY","123.9"
"Farmers & Merchants Bancorp Inc.","FMAO","243.96"
"F & M Bank Corp.","FMBM","59.91"
"Somerset Transition Corp.","FMHS",".19"
"FNCB Bancorp, Inc.","FNCB","117.21"
"First Niles Financial Inc.","FNFI","10.02"
"FEDNAT HOLDING CO","FNHC","155.74"
"Franchise Holdings International, Inc.","FNHI","3.71"
"Finjan Holdings, Inc.","FNJN","21.67"
"Funko, Inc.","FNKO","188.93"
"First Bancorp, Inc (ME)","FNLC","226.06"
"First Northern Community Bancorp","FNRN","115.4"
"First Northwest Bancorp","FNWB","106.49"
"Fonar Corporation","FONR","72.53"
"Forward Industries, Inc.","FORD","8.63"
"Fuling Global Inc.","FORK","28.43"
"Fossil Group, Inc.","FOSL","159.31"
"FlexShopper Inc.","FPAY","23.61"
"First Physicians Capital Group Inc.","FPCG",".45"
"Farmland Partners Inc.","FPI","155.23"
"5N Plus Inc.","FPLSF","79.67"
"FieldPoint Petroleum Corporation","FPPP",".2"
"Five Prime Therapeutics, Inc.","FPRX","67.69"
"Franklin Financial Services Corp.","FRAF","98.58"
"Francesca's Holdings Corporation","FRAN","7.7"
"First Bank","FRBA","133.76"
"Republic First Bancorp, Inc.","FRBK","127.71"
"Friedman Industries Inc.","FRD","27.93"
"Fred's, Inc.","FREDQ",".35"
"Liberty Tax, Inc.","FRG","163.18"
"Fiesta Restaurant Group, Inc.","FRGI","76.58"
